Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YDL019C,ENSG00000184792,17,1,22,30693782,30907824
YDL019C,ENSG00000110048,17,1,11,59574398,59616144
YDL019C,ENSG00000006025,16,1,17,47807372,47821834
YDR297W,,,,,,
YKL112W,,,,,,
YKR095W-A,,,,,,
YCR001W,,,,,,
YBR103W,ENSG00000092377,24,1,Y,6910686,7091683
YBR103W,ENSG00000177565,24,1,3,177019355,177197396
YBR103W,ENSG00000101849,24,1,X,9463295,9719743
YBR103W,ENSG00000051596,10,1,5,175917873,176034680
YBR103W,ENSG00000150627,15,1,4,176065834,176182818
YNL144W-A,,,,,,
YER041W,,,,,,
YOL026C,,,,,,
YDR440W,ENSG00000104885,22,1,19,2164149,2232578
YJL225W-A,,,,,,
YOL121C,ENSG00000105372,49,1,19,41859918,41872926
YLR420W,,,,,,
YNL151C,,,,,,
Q0144,,,,,,
YCL016C,,,,,,
YLR462W,,,,,,
YHR100C,,,,,,
YOR055W,,,,,,
YPR046W,,,,,,
YBR097W,ENSG00000196455,26,1,3,130678935,130746829
YOR102W,,,,,,
YNR028W,,,,,,
YLR298C,,,,,,
YGR109W-B,,,,,,
YJR117W,ENSG00000084073,38,1,1,40258107,40294184
YLL052C,ENSG00000135517,11,1,12,56449502,56469166
YLL052C,ENSG00000161798,13,1,12,49961870,49965681
YLL052C,ENSG00000171885,13,1,18,26852038,26865818
YLL052C,ENSG00000240583,15,1,7,30911855,30925516
YLL052C,ENSG00000250424,11,1,7,30852273,30923812
YLL052C,ENSG00000086159,13,1,12,49967194,49977139
YLL052C,ENSG00000103375,11,1,16,25215731,25228940
YLL052C,ENSG00000167580,14,1,12,49950741,49958881
YOL098C,,,,,,
YOR271C,ENSG00000183605,22,1,10,119140767,119165667
YOR271C,ENSG00000107819,39,1,10,101031234,101041244
YOR271C,ENSG00000156398,32,1,10,102714538,102743492
YOR271C,ENSG00000164466,38,1,5,175477062,175529742
YOR271C,ENSG00000144040,39,1,2,72942036,73075619
YOR149C,ENSG00000119227,28,1,3,196946343,196969060
YLL006W,,,,,,
YDR289C,ENSG00000101413,13,1,20,38033546,38127780
YDR289C,ENSG00000163125,14,1,1,150363091,150476566
YDR289C,ENSG00000141425,13,1,18,35984387,36067576
YDR166C,,,,,,
YIL028W,,,,,,
YDL028C,ENSG00000112742,23,1,6,80003887,80042527
YDR319C,,,,,,
YGL211W,ENSG00000142544,43,1,19,51097606,51108370
YMR304C-A,,,,,,
YKL133C,,,,,,
YDL194W,ENSG00000160326,12,1,9,133471095,133479137
YDL194W,ENSG00000136856,13,1,9,127397138,127408424
YNL137C,,,,,,
YKR014C,ENSG00000255587,29,1,6,36697851,36733183
YKR014C,ENSG00000041353,26,1,18,54717860,54895516
YKR014C,ENSG00000069974,26,1,15,55202966,55319113
YKR014C,ENSG00000165105,29,1,9,82979585,83063177
YDL176W,,,,,,
YDR487C,,,,,,
YLR346C,,,,,,
YIL135C,,,,,,
YLR209C,ENSG00000198805,44,1,14,20468954,20477094
YOR084W,,,,,,
YOL166W-A,,,,,,
YPR028W,ENSG00000115255,33,1,19,1490747,1497927
YPR028W,ENSG00000168476,18,1,8,22138020,22141951
YPR028W,ENSG00000165476,20,1,10,63521363,63625123
YPR028W,ENSG00000068615,19,1,2,86213993,86338083
YPR028W,ENSG00000129625,32,1,5,112876379,112922539
YPR028W,ENSG00000132563,21,1,5,138439017,138446969
YIL115W-A,,,,,,
YLR093C,,,,,,
YLR342W,,,,,,
YEL061C,ENSG00000131437,18,1,5,132692628,132737638
YEL061C,ENSG00000155980,15,1,12,57549998,57586632
YEL061C,ENSG00000116852,17,1,1,200969390,201023700
YEL061C,ENSG00000117245,18,1,1,20664014,20718017
YEL061C,ENSG00000138778,19,1,4,103105806,103198409
YEL061C,ENSG00000163808,18,1,3,44761717,44873376
YEL061C,ENSG00000166813,16,1,15,89608789,89655451
YEL061C,ENSG00000226650,18,1,5,155013755,155018132
YEL061C,ENSG00000168280,14,1,2,148875250,149026759
YEL061C,ENSG00000101350,18,1,20,32277664,32335011
YEL061C,ENSG00000138160,29,1,10,92593286,92655395
YEL061C,ENSG00000090889,18,1,X,70290090,70420832
YEL061C,ENSG00000084731,17,1,2,25926596,25982749
YEL061C,ENSG00000170759,14,1,10,32009010,32056431
YEL061C,ENSG00000165115,18,1,9,83836698,83921465
YEL061C,ENSG00000139116,17,1,12,39293228,39443390
YLR254C,,,,,,
YKL049C,ENSG00000115163,26,1,2,26764289,26801067
YBR091C,,,,,,
YOR166C,,,,,,
YHR166C,ENSG00000094880,28,1,5,138187648,138213343
YLR277C,ENSG00000119203,38,1,2,9423568,9473101
YLR277C,ENSG00000127054,22,1,1,1311585,1324691
YLR154W-C,,,,,,
YPL089C,ENSG00000116604,16,1,1,156463727,156500828
YPL089C,ENSG00000064489,9,1,19,19145567,19192158
YPL089C,ENSG00000081189,15,1,5,88717117,88904257
YPL089C,ENSG00000068305,16,1,15,99565417,99716466
YPL089C,ENSG00000213999,10,1,19,19145568,19170289
YNL167C,,,,,,
YNL006W,ENSG00000167965,48,1,16,2204248,2209416
YKL156W,ENSG00000177954,70,1,1,153990759,153992150
YKL156W,ENSG00000185088,68,1,15,63125872,63158021
YFR052W,ENSG00000099341,30,1,19,38374536,38383824
YFL060C,,,,,,
YGR203W,,,,,,
YJR005C-A,,,,,,
YGL248W,,,,,,
YLL005C,,,,,,
YGL228W,,,,,,
YOR226C,ENSG00000136003,61,1,12,108562582,108569384
YLR162W-A,,,,,,
YPR035W,ENSG00000135821,54,1,1,182381704,182392206
YMR015C,,,,,,
YJL169W,,,,,,
YFL014W,,,,,,
YKL078W,,,,,,
YDR155C,ENSG00000185304,1,1,2,87755955,87825952
YDR155C,ENSG00000108179,69,1,10,79347469,79355337
YDR155C,ENSG00000015568,1,1,2,109792758,109857695
YDR155C,ENSG00000084072,58,1,1,39692182,39763914
YDR155C,ENSG00000256374,58,1,1,145241630,145242124
YDR155C,ENSG00000153201,62,1,2,108719481,108785811
YDR155C,ENSG00000187627,1,1,2,86907953,87013981
YDR155C,ENSG00000236334,58,1,1,148479824,148483679
YDR155C,ENSG00000169629,1,1,2,112370092,112434488
YDR155C,ENSG00000196862,1,1,2,107826937,107890841
YDR155C,ENSG00000270339,57,1,1,146344006,146344790
YDR155C,ENSG00000263464,59,1,1,149583865,149584464
YDR155C,ENSG00000279782,58,1,1,144592868,144593527
YDR155C,ENSG00000183054,1,1,2,110513812,110577185
YDR155C,ENSG00000271567,58,1,1,144372875,144373659
YDR155C,ENSG00000196262,65,1,7,44796680,44824564
YDR155C,ENSG00000153165,1,1,2,106391290,106468376
YDR155C,ENSG00000263353,58,1,1,120889746,120890405
YER074W-A,,,,,,
YDL076C,,,,,,
YFL029C,ENSG00000125834,19,1,20,2101611,2177038
YFL029C,ENSG00000175087,21,1,1,26111165,26125543
YOR193W,,,,,,
YGL194C-A,,,,,,
YKR075W-A,,,,,,
YGR201C,,,,,,
YJL051W,,,,,,
YHR049W,ENSG00000262664,21,1,17,2041936,2043430
YIL163C,,,,,,
YBL039W-B,,,,,,
YDR420W,,,,,,
YDL197C,,,,,,
YNL089C,,,,,,
YCR024C,ENSG00000137513,37,1,11,78435961,78574874
YER086W,,,,,,
YMR289W,,,,,,
YDR186C,,,,,,
YDR529C,ENSG00000156467,28,1,8,96225920,96235634
YBR072W,,,,,,
YDR018C,ENSG00000155189,17,1,8,6708357,6759666
YDR018C,ENSG00000172954,16,1,2,30447226,30644225
YDR018C,ENSG00000026652,20,1,6,161129979,161274061
YDR018C,ENSG00000160216,19,1,21,43865186,43986536
YPL104W,ENSG00000117593,32,1,1,173824503,173858546
YMR227C,,,,,,
YKL026C,ENSG00000198704,33,1,6,28503296,28528215
YKL026C,ENSG00000116157,34,1,1,52602372,52609051
YKL026C,ENSG00000167468,36,1,19,1103926,1106791
YKL026C,ENSG00000233276,35,1,3,49357176,49358600
YKL026C,ENSG00000224586,35,1,6,28525925,28534952
YKL026C,ENSG00000176153,33,1,14,64939152,64942905
YKL026C,ENSG00000211445,35,1,5,151020438,151028993
YKL026C,ENSG00000164294,34,1,5,55160118,55167071
YML071C,,,,,,
YCL024W,ENSG00000174672,19,1,11,1389899,1462689
YCL024W,ENSG00000160469,20,1,19,55282072,55312533
YNL038W,,,,,,
YOL097W-A,,,,,,
YMR218C,,,,,,
YGR044C,,,,,,
YOR079C,,,,,,
YOR121C,,,,,,
YPL223C,,,,,,
YKL223W,,,,,,
YBL073W,,,,,,
YPL250C,,,,,,
YGL232W,ENSG00000066654,24,1,16,20733664,20742084
YGL213C,,,,,,
YKL017C,ENSG00000132740,35,1,11,68903842,68940602
YGL101W,ENSG00000111906,33,1,6,125219962,125302078
YMR152W,ENSG00000130347,22,1,6,106571971,106629487
YBR157C,,,,,,
YNL083W,,,,,,
YMR061W,ENSG00000176102,24,1,11,33077188,33162371
YPL117C,ENSG00000148377,32,1,10,1018907,1025859
YPL117C,ENSG00000067064,40,1,10,1039908,1049170
YGL189C,ENSG00000197728,62,1,12,56041853,56044675
YDR157W,,,,,,
YOR311C,,,,,,
YMR293C,ENSG00000130348,32,1,6,106629578,106668417
YIR026C,ENSG00000081721,29,1,1,161749758,161757238
YCL031C,,,,,,
YDR259C,,,,,,
YGL151W,,,,,,
YGL042C,,,,,,
YGL095C,ENSG00000136631,36,1,1,150067293,150145327
YJR093C,ENSG00000145216,28,1,4,53377643,54295272
YHR096C,ENSG00000160326,18,1,9,133471095,133479137
YHR096C,ENSG00000136856,23,1,9,127397138,127408424
YDR488C,,,,,,
YOR308C,,,,,,
YPR169W,,,,,,
YBL091C-A,ENSG00000101558,27,1,18,9914002,9960021
YBL091C-A,ENSG00000124164,26,1,20,58389122,58451101
YEL051W,ENSG00000100554,51,1,14,67294371,67360265
YPL195W,ENSG00000065000,28,1,19,2100988,2164465
YMR165C,ENSG00000134324,22,1,2,11677595,11827409
YMR165C,ENSG00000132793,22,1,20,41340920,41360582
YMR165C,ENSG00000101577,21,1,18,2916994,3013315
YPR010C-A,,,,,,
YGR015C,,,,,,
YNL067W-B,,,,,,
YMR106C,,,,,,
YBR202W,ENSG00000166508,42,1,7,100092728,100101940
YKL052C,,,,,,
YHR180C-B,,,,,,
YPL259C,ENSG00000185009,23,1,10,74120255,74151063
YPL259C,ENSG00000161203,34,1,3,184174689,184184091
YPL259C,ENSG00000070718,23,1,8,42152946,42171673
YPL259C,ENSG00000129354,49,1,19,10572671,10587315
YPL259C,ENSG00000221838,23,1,7,100101549,100110345
YPL259C,ENSG00000072958,50,1,19,16197578,16245907
YIR020C,,,,,,
YKL140W,ENSG00000173239,20,1,10,88802730,88820546
YKL140W,ENSG00000204022,20,1,10,88586753,88606976
YKL140W,ENSG00000182333,22,1,10,88664441,88678814
YKL140W,ENSG00000204021,20,1,10,88724544,88752786
YKL140W,ENSG00000107798,22,1,10,89213569,89414557
YKL140W,ENSG00000204020,19,1,10,88761406,88778242
YER087C-A,,,,,,
YFL050C,,,,,,
YMR212C,,,,,,
YKR010C,,,,,,
YLR448W,ENSG00000089009,45,1,12,112405190,112418838
YNL155W,ENSG00000104231,22,1,8,81701334,81732903
YFR051C,ENSG00000095139,31,1,11,118572390,118603033
YLL063C,,,,,,
YLR005W,ENSG00000145736,33,1,5,71032670,71067689
YLR005W,ENSG00000183474,33,1,5,69560208,69594723
YGR043C,ENSG00000177156,57,1,11,747329,765024
YBR285W,,,,,,
YMR254C,,,,,,
YKL124W,,,,,,
YNR007C,ENSG00000144848,35,1,3,112532509,112562046
YLR275W,ENSG00000125743,54,1,19,45687454,45692569
YDL022W,ENSG00000152642,38,1,3,32105689,32168713
YDL022W,ENSG00000167588,41,1,12,50103819,50111319
YER024W,,,,,,
YOL101C,,,,,,
YAL066W,,,,,,
YJL183W,,,,,,
YBR189W,ENSG00000170889,68,1,19,54200742,54249003
YJR125C,ENSG00000072134,28,1,17,19215615,19336715
YJR125C,ENSG00000049283,27,1,17,50532543,50543750
YJR125C,ENSG00000113282,25,1,5,157785743,157859175
YJR125C,ENSG00000176177,21,1,22,39743044,39893864
YJR125C,ENSG00000063245,25,1,19,55675226,55709858
YOL033W,ENSG00000103356,34,1,16,23522014,23557731
YML126C,ENSG00000112972,45,1,5,43289395,43313512
YML126C,ENSG00000134240,43,1,1,119747996,119768905
YMR069W,,,,,,
YLR258W,ENSG00000104812,48,1,19,48968125,48993310
YLR258W,ENSG00000111713,47,1,12,21536189,21604847
YBL085W,,,,,,
YMR288W,ENSG00000115524,50,1,2,197389784,197435091
YHR176W,ENSG00000117507,26,1,1,171137740,171161568
YHR176W,ENSG00000076258,26,1,1,171314208,171342084
YHR176W,ENSG00000010932,27,1,1,171248471,171285978
YHR176W,ENSG00000094963,27,1,1,171185208,171212683
YHR176W,ENSG00000007933,27,1,1,171090877,171117819
YHR176W,ENSG00000131781,28,1,1,147175351,147243050
YOR327C,ENSG00000049245,24,1,1,7771269,7781432
YOR327C,ENSG00000117533,30,1,1,171700160,171742247
YOR327C,ENSG00000220205,29,1,17,8159149,8163546
YOR327C,ENSG00000263620,28,1,17,8150816,8162975
YOR327C,ENSG00000139190,25,1,12,6462237,6470987
YOR327C,ENSG00000118640,20,1,2,85561562,85582031
YNR027W,ENSG00000160209,32,1,21,43719094,43762307
YJR100C,,,,,,
YCR060W,,,,,,
YLR130C,,,,,,
YDR234W,,,,,,
YAL062W,ENSG00000182890,25,1,X,121047588,121050080
YAL062W,ENSG00000148672,25,1,10,87050486,87094866
YOR164C,ENSG00000239857,28,1,7,876552,896436
YFR032C,,,,,,
YBL014C,,,,,,
YER148W,ENSG00000182521,61,1,14,55413541,55456726
YER148W,ENSG00000112592,65,1,6,170554302,170572870
YER148W,ENSG00000028839,28,1,6,133952170,133990432
YLR402W,,,,,,
YOR376W-A,,,,,,
YBL101C,,,,,,
YDR005C,ENSG00000179632,17,1,8,144104499,144107611
YHL021C,ENSG00000185973,19,1,X,155490115,155669944
YHL021C,ENSG00000129151,15,1,11,27040725,27127809
YKR016W,,,,,,
YPL232W,ENSG00000099365,24,1,16,30989256,31010628
YPL232W,ENSG00000178750,18,1,3,94014369,94028610
YPL232W,ENSG00000135604,19,1,6,144150526,144188370
YPL232W,ENSG00000106089,26,1,7,73699206,73719672
YPL232W,ENSG00000103496,23,1,16,31032889,31042975
YPL232W,ENSG00000111450,22,1,12,130789600,130839266
YPL232W,ENSG00000166900,21,1,11,59713456,59802706
YPR133C,ENSG00000163166,28,1,2,127436207,127526886
YDL163W,,,,,,
YPR182W,ENSG00000139343,49,1,12,95858928,95903828
YPR182W,ENSG00000164167,31,1,4,146175685,146200000
YNL245C,,,,,,
YHR074W,ENSG00000172890,57,1,11,71453109,71524107
YPL215W,ENSG00000101019,21,1,20,35302566,35412141
YIR028W,,,,,,
YPR170C,,,,,,
YDR545W,,,,,,
YCL059C,ENSG00000111615,61,1,12,75490861,75511636
YAL037W,,,,,,
YER003C,ENSG00000178802,39,1,15,74890005,74902219
YJL119C,,,,,,
YML046W,ENSG00000185246,18,1,14,45084099,45116282
YOL050C,,,,,,
YMR085W,,,,,,
YCR040W,,,,,,
YCL034W,,,,,,
YFL039C,ENSG00000138107,53,1,10,102479229,102502711
YFL039C,ENSG00000115073,53,1,2,97655963,97664107
YFL039C,ENSG00000107796,86,1,10,88935074,88991390
YFL039C,ENSG00000169067,83,1,5,57480016,57482809
YFL039C,ENSG00000123165,47,1,X,128050962,128052398
YFL039C,ENSG00000184378,48,1,3,169766921,169769895
YFL039C,ENSG00000163017,86,1,2,73892314,73919865
YFL039C,ENSG00000159251,87,1,15,34788096,34796139
YFL039C,ENSG00000075624,89,1,7,5527151,5563784
YFL039C,ENSG00000184009,89,1,17,81509971,81523847
YFL039C,ENSG00000169717,47,1,1,3021483,3022903
YFL039C,ENSG00000143632,87,1,1,229431245,229434098
YHR188C,ENSG00000124155,28,1,20,45416077,45426244
YOL080C,ENSG00000143319,31,1,1,156721891,156728799
YOL080C,ENSG00000181026,26,1,15,88621296,88632282
YOL080C,ENSG00000148300,32,1,9,133406059,133418096
YOL080C,ENSG00000172183,23,1,15,88636153,88656483
YER127W,,,,,,
YPL091W,ENSG00000198431,35,1,12,104215779,104350305
YPL091W,ENSG00000104687,48,1,8,30678061,30727926
YPL091W,ENSG00000184470,35,1,22,19875517,19941992
YJR090C,ENSG00000153558,8,1,3,33277025,33403662
YJR090C,ENSG00000107872,5,1,10,102419189,102423136
YJR090C,ENSG00000108306,8,1,17,39252644,39402523
YJR090C,ENSG00000171823,6,1,12,1565993,1594165
YJR090C,ENSG00000112234,7,1,6,98868538,98948006
YJR090C,ENSG00000145743,9,1,5,107859035,108382098
YJR090C,ENSG00000183580,8,1,5,15500196,15939795
YJR090C,ENSG00000161040,10,1,7,102813230,103074843
YJR090C,ENSG00000127585,8,1,16,692498,705829
YJL097W,ENSG00000165996,31,1,10,17589032,17617377
YJL097W,ENSG00000188921,19,1,9,20999515,21031636
YJL097W,ENSG00000206527,30,1,3,123490820,123585185
YJL097W,ENSG00000074696,23,1,15,65530418,65578352
YFL031W,,,,,,
YCL011C,ENSG00000099783,22,1,19,8444767,8489114
YCL011C,ENSG00000104177,22,1,15,48134631,48178517
YPL059W,ENSG00000182512,37,1,14,95533503,95544724
YGL050W,ENSG00000162623,25,1,1,74733152,74766678
YLR164W,,,,,,
YDL093W,,,,,,
YAL055W,,,,,,
YDL174C,ENSG00000018510,17,1,2,177392644,177543836
YDL174C,ENSG00000166816,27,1,16,75111860,75116771
YMR022W,ENSG00000107341,45,1,9,33817567,33920404
YMR022W,ENSG00000184787,62,1,21,44768580,44802019
YMR022W,ENSG00000099804,44,1,19,531712,542092
YMR022W,ENSG00000132388,50,1,17,4269259,4366628
YBR261C,ENSG00000203740,33,1,1,170146001,170167790
YBR261C,ENSG00000148335,37,1,9,129608884,129636131
YLR263W,,,,,,
YBL042C,,,,,,
YKL125W,ENSG00000085721,23,1,16,15060022,15094317
YEL034W,ENSG00000253626,61,1,10,79512601,79516440
YEL034W,ENSG00000163577,62,1,3,170888415,170908693
YEL034W,ENSG00000132507,62,1,17,7306999,7312463
YHR135C,,,,,,
YML112W,,,,,,
YDL099W,,,,,,
YGR077C,,,,,,
YDR285W,,,,,,
YGR285C,ENSG00000136770,12,1,10,21756537,22003769
YGR285C,ENSG00000105821,35,1,7,103312474,103344873
YDR028C,,,,,,
YPL236C,ENSG00000115661,29,1,2,219245455,219250337
YDR163W,,,,,,
YFL025C,ENSG00000197121,19,1,2,196833004,196927796
YDR094W,,,,,,
YJR133W,,,,,,
YKL171W,,,,,,
YJR073C,ENSG00000133027,41,1,17,17505563,17591708
YPR158W-A,,,,,,
YKL075C,,,,,,
YGR134W,,,,,,
YPL101W,,,,,,
YBL105C,ENSG00000123143,15,1,19,14433053,14471867
YBL105C,ENSG00000258989,5,1,14,61529128,61657964
YBL105C,ENSG00000160447,20,1,9,128702523,128720918
YBL105C,ENSG00000065243,22,1,1,88684222,88836255
YBL025W,,,,,,
YLR198C,,,,,,
YJR107W,,,,,,
YDR434W,ENSG00000087111,21,1,17,28553383,28571872
YKL005C,,,,,,
YNL326C,ENSG00000175893,14,1,9,14611071,14693471
YNL326C,ENSG00000104219,25,1,8,17156029,17224799
YNL326C,ENSG00000102383,26,1,X,75368427,75523502
YNL326C,ENSG00000160446,17,1,9,128720869,128724127
YNL326C,ENSG00000180776,26,1,13,21372573,21459370
YNL326C,ENSG00000153786,20,1,16,84974181,85011535
YNL326C,ENSG00000163812,20,1,3,44915257,44976185
YOR021C,,,,,,
YKR047W,,,,,,
YIL079C,ENSG00000147905,20,1,9,37120539,37358149
YDL041W,,,,,,
YDR177W,ENSG00000078140,39,1,4,39698044,39782792
YGL124C,ENSG00000164077,21,1,3,49908862,49930173
YGL124C,ENSG00000103111,19,1,16,77190835,77202405
YBR183W,ENSG00000078124,28,1,11,76860867,77026797
YNR029C,ENSG00000215126,33,1,9,41131306,41199261
YNR029C,ENSG00000196873,33,1,9,68232003,68300015
YNR029C,ENSG00000136682,34,1,2,113437691,113496189
YNR029C,ENSG00000172785,34,1,9,121038,179147
YNR029C,ENSG00000147996,29,1,9,65668805,65734041
YOL018C,ENSG00000254995,17,1,20,58651434,58715410
YOL018C,ENSG00000124222,19,1,20,58651253,58679526
YAR002W,,,,,,
YIL063C,,,,,,
YNL296W,,,,,,
YDR417C,,,,,,
YOR263C,,,,,,
YPL010W,ENSG00000005243,31,1,17,48026167,48038030
YPL010W,ENSG00000111481,34,1,12,54301202,54351849
YER180C,,,,,,
YPR186C,ENSG00000140548,23,1,15,90001392,90082206
YPR186C,ENSG00000178175,24,1,5,72442652,72507727
YPL079W,ENSG00000122026,59,1,13,27251309,27256691
YHR054W-A,,,,,,
YLR030W,,,,,,
YHR182W,,,,,,
YMR081C,,,,,,
YBR131C-A,,,,,,
YHR167W,,,,,,
YER137C,,,,,,
YBL031W,,,,,,
YLR098C,,,,,,
YEL056W,ENSG00000102054,26,1,X,16839283,16870414
YEL056W,ENSG00000143207,21,1,1,175944831,176207493
YEL056W,ENSG00000162521,26,1,1,32651142,32686211
YEL066W,,,,,,
YOR056C,ENSG00000141101,25,1,16,69741867,69754940
YBL091C,ENSG00000170515,17,1,12,56104319,56113907
YBL091C,ENSG00000257411,10,1,12,56101331,56109289
YBL091C,ENSG00000111142,53,1,12,95473520,95515839
YEL034C-A,,,,,,
YFR033C,,,,,,
YGL205W,ENSG00000161533,25,1,17,75941507,75979363
YGL205W,ENSG00000153093,17,1,2,110732573,111118222
YGL205W,ENSG00000087008,21,1,4,8366282,8440723
YGL205W,ENSG00000168306,23,1,3,58505136,58537319
YDR194C,,,,,,
YOR393W,ENSG00000074800,59,1,1,8861002,8879249
YOR393W,ENSG00000188316,27,1,10,116849512,116911788
YOR393W,ENSG00000111674,59,1,12,6913745,6923698
YOR393W,ENSG00000108515,59,1,17,4948092,4957131
YHR022C-A,,,,,,
YHR165W-A,,,,,,
YLR300W,,,,,,
YDR350C,,,,,,
YDL173W,,,,,,
YMR017W,,,,,,
YMR251W,,,,,,
YDR473C,ENSG00000117360,22,1,1,150321476,150353195
YOR141C,ENSG00000113812,18,1,3,53867066,53882202
YIL088C,ENSG00000166558,16,1,16,84009667,84042636
YIL088C,ENSG00000103042,17,1,16,58665109,58685104
YDL057W,,,,,,
YIR031C,,,,,,
YKL178C,,,,,,
YJR161C,,,,,,
YCL025C,,,,,,
YDL077C,ENSG00000166887,18,1,15,42158701,42208316
YDL077C,ENSG00000135966,11,1,2,105264391,105330034
YGL096W,ENSG00000134138,21,1,15,36889204,37101299
YGL096W,ENSG00000118707,14,1,20,36573488,36593950
YGL096W,ENSG00000105419,21,1,19,47403124,47419523
YGL096W,ENSG00000165495,23,1,11,125164687,125433389
YGL096W,ENSG00000143995,22,1,2,66433452,66573869
YGL096W,ENSG00000153779,14,1,X,89921882,89922883
YGL096W,ENSG00000176679,12,1,Y,3579041,3580041
YGL096W,ENSG00000160199,21,1,21,42974510,43033931
YGL096W,ENSG00000177426,16,1,18,3411608,3459978
YNL271C,,,,,,
YKR104W,,,,,,
YNL270C,,,,,,
YMR268C,,,,,,
YGL150C,ENSG00000128908,33,1,15,40978880,41116354
YCR009C,ENSG00000147439,27,1,8,22620418,22669148
YDR030C,ENSG00000049167,19,1,5,60873831,60945073
YOR207C,,,,,,
YLR053C,,,,,,
YKL040C,ENSG00000169599,33,1,2,69395750,69437628
YNL157W,,,,,,
YKL057C,,,,,,
YLR211C,,,,,,
YLR091W,,,,,,
YML076C,,,,,,
YNR051C,,,,,,
YKR007W,,,,,,
YOL157C,ENSG00000138079,26,1,2,44275458,44321494
YOL157C,ENSG00000168003,14,1,11,62856102,62888875
YGR284C,ENSG00000148248,30,1,9,133361449,133376166
YDR538W,,,,,,
YLR134W,,,,,,
YDR515W,,,,,,
YMR311C,,,,,,
YBR236C,ENSG00000101654,27,1,18,13726660,13764558
YNL284C,ENSG00000137547,25,1,8,54135210,54147901
YNL279W,,,,,,
YKR067W,,,,,,
YOR142W-A,,,,,,
YHR217C,,,,,,
YOL025W,,,,,,
YJR011C,,,,,,
YKR082W,,,,,,
YDR478W,,,,,,
YPR132W,ENSG00000186468,77,1,5,82273358,82278577
YGR262C,ENSG00000172315,31,1,20,46684365,46689779
YJL180C,,,,,,
YIR032C,,,,,,
YOL142W,ENSG00000107371,32,1,9,37766978,37801437
YDL079C,ENSG00000105723,35,1,19,42230186,42242625
YDL079C,ENSG00000268643,15,1,19,42234583,42255132
YDL079C,ENSG00000082701,34,1,3,119821323,120094417
YKR024C,ENSG00000125485,29,1,9,132592997,132670401
YDR218C,,,,,,
YEL059C-A,,,,,,
YEL024W,ENSG00000169021,50,1,19,29205321,29213541
YGR259C,,,,,,
YBR142W,ENSG00000089737,28,1,14,94048291,94081245
YLR003C,,,,,,
YJL077C,,,,,,
YNL080C,,,,,,
YJR086W,,,,,,
YMR011W,ENSG00000160326,19,1,9,133471095,133479137
YMR011W,ENSG00000136856,23,1,9,127397138,127408424
YNL127W,ENSG00000143093,12,1,1,110031577,110074641
YNL127W,ENSG00000128578,12,1,7,129434433,129488399
YOL150C,,,,,,
YIL100C-A,,,,,,
YCL051W,,,,,,
YGL183C,ENSG00000121211,25,1,4,153344649,153415118
YMR103C,,,,,,
YBR099C,,,,,,
YMR177W,,,,,,
YBR212W,ENSG00000180098,12,1,1,28553085,28578545
YBR212W,ENSG00000137434,3,1,6,10671418,10694797
YLR157C-A,,,,,,
YOR291W,ENSG00000159363,25,1,1,16985958,17011928
YOR291W,ENSG00000187527,24,1,3,193274790,193378843
YOR291W,ENSG00000133657,26,1,3,194402672,194498364
YOR291W,ENSG00000127249,24,1,3,193402077,193593111
YKL131W,,,,,,
YJL218W,,,,,,
YGL069C,,,,,,
YPL130W,,,,,,
YCL009C,,,,,,
YBL072C,ENSG00000142937,62,1,1,44775251,44778779
YCR052W,,,,,,
YDL133C-A,,,,,,
YAL053W,,,,,,
YKL060C,,,,,,
YPR058W,,,,,,
YGL112C,ENSG00000162227,19,1,11,62771303,62787342
YGL112C,ENSG00000106290,26,1,7,100107070,100119841
YBR185C,,,,,,
YGL019W,,,,,,
YHR183W,ENSG00000142657,65,1,1,10398592,10420144
YBR156C,,,,,,
YIL013C,,,,,,
YMR272W-B,,,,,,
YOR368W,,,,,,
YGR258C,ENSG00000134899,25,1,13,102844844,102876001
YGR258C,ENSG00000270181,22,1,13,102807354,102872398
YKL084W,,,,,,
YGR008C,,,,,,
YDR534C,,,,,,
YPL006W,ENSG00000141458,33,1,18,23506184,23586898
YPL006W,ENSG00000185920,17,1,9,95442980,95517057
YPL006W,ENSG00000165186,11,1,X,23334015,23404372
YPL006W,ENSG00000015520,29,1,7,44512535,44541315
YPL006W,ENSG00000182077,9,1,10,27398187,27414368
YPL006W,ENSG00000244694,11,1,6,47878028,48068689
YPL006W,ENSG00000117425,15,1,1,44819844,44843063
YFR054C,,,,,,
YKL003C,,,,,,
YNL191W,,,,,,
YJL116C,,,,,,
YOL067C,,,,,,
YLL058W,,,,,,
YLR370C,ENSG00000111229,39,1,12,110434825,110450422
YHR063W-A,,,,,,
YDL121C,,,,,,
YDR526C,,,,,,
YMR187C,,,,,,
YOR220W,,,,,,
YLR100W,ENSG00000132196,20,1,1,162790702,162812817
YIL111W,,,,,,
YMR098C,,,,,,
YKL169C,,,,,,
YCR069W,,,,,,
YKL004W,,,,,,
YGL106W,ENSG00000092841,33,1,12,56158161,56163496
YGL106W,ENSG00000168530,36,1,2,210290150,210315190
YGL106W,ENSG00000196465,36,1,12,56152256,56159647
