"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"8709","YHR007C","ENSG00000001630",35,1,"7",92112151,92142952,TRUE
"8710","YHR007C","ENSG00000187553",19,1,"10",93060808,93069536,TRUE
"8711","YHR007C","ENSG00000036530",15,1,"14",99684304,99727301,TRUE
"8712","YHR007C","ENSG00000003137",19,1,"2",72129238,72148038,TRUE
"8713","YHR007C","ENSG00000095596",20,1,"10",93073475,93077890,TRUE
"8714","YFR009W","ENSG00000161204",40,1,"3",184186023,184194012,FALSE
"8715","YFR009W","ENSG00000204574",31,1,"6",30571376,30597179,FALSE
"8716","YFR038W","ENSG00000119969",35,1,"10",94501434,94613905,FALSE
"8717","YKL009W","ENSG00000053372",37,1,"1",19251539,19260128,FALSE
"8720","YJR121W","ENSG00000110955",74,1,"12",56638175,56646068,FALSE
"8723","YHR072W-A","ENSG00000182117",60,1,"15",34341713,34343177,TRUE
"8728","YNL132W","ENSG00000135372",55,1,"11",34105602,34147670,TRUE
"8733","YBR296C","ENSG00000144136",30,1,"2",112645857,112663827,FALSE
"8734","YBR296C","ENSG00000168575",29,1,"8",42416475,42541926,FALSE
"8737","YOR339C","ENSG00000177414",30,1,"1",64203627,64267368,FALSE
"8738","YOR339C","ENSG00000175063",54,1,"20",45812576,45816957,FALSE
"8739","YML059C","ENSG00000032444",21,1,"19",7534004,7561764,FALSE
"8740","YML059C","ENSG00000130653",20,1,"9",137459953,137550534,FALSE
"8741","YML022W","ENSG00000198931",43,1,"16",88809339,88811944,FALSE
"8742","YLR086W","ENSG00000113810",33,1,"3",160399274,160434962,TRUE
"8745","YFL001W","ENSG00000110060",36,1,"11",125893485,125903221,FALSE
"8747","YJR014W","ENSG00000139726",29,1,"12",122752774,122771064,FALSE
"8757","YKL079W","ENSG00000141200",14,1,"17",53822901,53825213,FALSE
"8758","YKL079W","ENSG00000068796",15,1,"5",62306162,62537249,FALSE
"8759","YKL079W","ENSG00000186638",18,1,"9",34252381,34329200,FALSE
"8760","YKL079W","ENSG00000142945",15,1,"1",44739818,44767767,FALSE
"8764","YKL150W","ENSG00000215883",22,1,"1",54172336,54200036,FALSE
"8765","YKL150W","ENSG00000256407",2,1,"1",54141224,54200073,FALSE
"8771","YDR336W","ENSG00000163607",25,1,"3",112990918,113015060,FALSE
"8772","YDR086C","ENSG00000132432",38,1,"7",54752250,54759974,TRUE
"8773","YDL142C","ENSG00000088766",25,1,"20",6006090,6040053,FALSE
"8776","YKL172W","ENSG00000117395",22,1,"1",43164175,43270936,TRUE
"8781","YKR003W","ENSG00000091039",32,1,"12",76351797,76559809,FALSE
"8782","YKR003W","ENSG00000117859",29,1,"1",51577179,51798427,FALSE
"8783","YKR003W","ENSG00000021762",33,1,"11",3087116,3166739,FALSE
"8784","YKR003W","ENSG00000144645",27,1,"3",31657890,32077580,FALSE
"8785","YKR003W","ENSG00000144909",27,1,"3",125528858,125595090,FALSE
"8786","YKL067W","ENSG00000011052",59,1,"17",51153590,51171744,FALSE
"8787","YKL067W","ENSG00000181322",23,1,"3",138261437,138329886,FALSE
"8788","YKL067W","ENSG00000243678",60,1,"17",51165435,51171747,FALSE
"8789","YKL067W","ENSG00000143156",27,1,"1",169132531,169367967,FALSE
"8790","YKL067W","ENSG00000172113",31,1,"3",48293264,48301685,FALSE
"8791","YKL067W","ENSG00000086288",17,1,"7",37848597,37900401,FALSE
"8792","YKL067W","ENSG00000103202",48,1,"16",396725,410367,FALSE
"8793","YKL067W","ENSG00000103024",58,1,"16",1770286,1771730,FALSE
"8794","YKL067W","ENSG00000112981",25,1,"5",138115172,138139443,FALSE
"8795","YKL067W","ENSG00000280803",28,1,"17",51166831,51171507,FALSE
"8796","YKL067W","ENSG00000239672",59,1,"17",51153536,51162428,FALSE
"8798","YML098W","ENSG00000197780",17,1,"1",109062486,109076002,TRUE
"8799","YDR002W","ENSG00000099901",41,1,"22",20115938,20127357,TRUE
"8800","YPL081W","ENSG00000170889",68,1,"19",54200742,54249003,FALSE
"8801","YIR037W","ENSG00000198704",37,1,"6",28503296,28528215,FALSE
"8802","YIR037W","ENSG00000116157",34,1,"1",52602372,52609051,FALSE
"8803","YIR037W","ENSG00000167468",40,1,"19",1103926,1106791,FALSE
"8804","YIR037W","ENSG00000233276",36,1,"3",49357176,49358600,FALSE
"8805","YIR037W","ENSG00000224586",40,1,"6",28525925,28534952,FALSE
"8806","YIR037W","ENSG00000176153",37,1,"14",64939152,64942905,FALSE
"8807","YIR037W","ENSG00000211445",40,1,"5",151020438,151028993,FALSE
"8808","YIR037W","ENSG00000164294",36,1,"5",55160118,55167071,FALSE
"8809","YDR105C","ENSG00000184716",24,1,"15",43794162,43800221,FALSE
"8810","YDR105C","ENSG00000164300",26,1,"5",80111651,80256079,FALSE
"8811","YDR105C","ENSG00000132824",31,1,"20",44496221,44522109,FALSE
"8812","YDR105C","ENSG00000111897",31,1,"6",122443354,122471822,FALSE
"8813","YDR105C","ENSG00000168528",26,1,"1",31409565,31434680,FALSE
"8815","YMR023C","ENSG00000130299",33,1,"19",17334920,17342735,FALSE
"8822","YML001W","ENSG00000144134",28,1,"2",113627229,113643396,FALSE
"8823","YML001W","ENSG00000117280",32,1,"1",205767986,205775460,FALSE
"8824","YML001W","ENSG00000118508",32,1,"6",146543693,146554965,FALSE
"8825","YML001W","ENSG00000123570",47,1,"X",103822322,103832228,FALSE
"8826","YML001W","ENSG00000075785",63,1,"3",128726122,128814796,FALSE
"8827","YML001W","ENSG00000123892",32,1,"11",88113242,88175467,FALSE
"8828","YML001W","ENSG00000276600",39,1,"1",205976740,206003461,FALSE
"8829","YML001W","ENSG00000079974",28,1,"22",50767501,50783663,FALSE
"8830","YML001W","ENSG00000123595",48,1,"X",13689121,13710506,FALSE
"8832","YDL061C","ENSG00000213741",63,1,"14",49570984,49599164,FALSE
"8834","YDL083C","ENSG00000105193",64,1,"19",39433207,39435948,FALSE
"8844","YFL022C","ENSG00000179115",48,1,"19",12922479,12934037,TRUE
"8846","YIL033C","ENSG00000005249",30,1,"7",107044649,107161811,FALSE
"8847","YIL033C","ENSG00000108946",28,1,"17",68511780,68551319,FALSE
"8848","YIL033C","ENSG00000188191",28,1,"7",549197,727650,FALSE
"8849","YIL033C","ENSG00000114302",31,1,"3",48744597,48847846,FALSE
"8850","YIL001W","ENSG00000114626",25,1,"3",127672935,127680920,FALSE
"8851","YOR167C","ENSG00000233927",73,1,"19",8321158,8323340,FALSE
"8853","YGL192W","ENSG00000165819",31,1,"14",21498133,21511375,FALSE
"8854","YOR100C","ENSG00000140107",26,1,"14",100323337,100330378,FALSE
"8855","YOR100C","ENSG00000197119",26,1,"14",100291111,100306547,FALSE
"8856","YOR100C","ENSG00000162241",24,1,"11",65375192,65383701,FALSE
"8857","YOR100C","ENSG00000178537",31,1,"3",48856931,48898993,FALSE
"8858","YOR100C","ENSG00000145832",11,1,"5",135834649,135888637,FALSE
"8860","YIR005W","ENSG00000134597",43,1,"X",130401969,130413343,FALSE
"8861","YIR036C","ENSG00000116096",27,1,"2",72887360,72892158,FALSE
"8862","YNL204C","ENSG00000101199",19,1,"20",63272785,63289793,FALSE
"8866","YDL205C","ENSG00000256269",40,1,"11",119084866,119093549,TRUE
"8867","YHR204W","ENSG00000088298",21,1,"20",35115357,35147364,FALSE
"8868","YHR204W","ENSG00000134109",11,1,"3",5187646,5219957,FALSE
"8869","YHR204W","ENSG00000116406",22,1,"1",184690231,184754913,FALSE
"8872","YBR117C","ENSG00000007350",18,1,"X",154295671,154330350,FALSE
"8873","YBR117C","ENSG00000151005",20,1,"4",163471093,163473746,FALSE
"8874","YBR117C","ENSG00000163931",23,1,"3",53224707,53256052,FALSE
"8875","YBR088C","ENSG00000132646",35,1,"20",5114953,5126626,TRUE
"8876","YFL042C","ENSG00000155324",11,1,"5",126360132,126496494,FALSE
"8877","YFL042C","ENSG00000175318",9,1,"15",72159807,72197785,FALSE
"8878","YFL042C","ENSG00000178075",15,1,"3",113828182,113947174,FALSE
"8879","YFL042C","ENSG00000089351",18,1,"19",34994784,35026471,FALSE
"8880","YFL042C","ENSG00000023171",18,1,"11",123525636,123627774,FALSE
"8881","YFR006W","ENSG00000124299",26,1,"19",33386950,33521794,FALSE
"8885","YKL205W","ENSG00000184575",18,1,"12",64404350,64451127,FALSE
"8886","YOL016C","ENSG00000147613",25,1,"8",86048373,86088621,FALSE
"8887","YOL016C","ENSG00000159792",24,1,"16",67893272,67929678,FALSE
"8888","YOL016C","ENSG00000145349",28,1,"4",113451032,113761927,FALSE
"8889","YOL016C","ENSG00000134072",30,1,"3",9757342,9769992,FALSE
"8890","YOL016C","ENSG00000148660",28,1,"10",73812501,73874591,FALSE
"8891","YOL016C","ENSG00000152495",26,1,"5",111223653,111494886,FALSE
"8892","YOL016C","ENSG00000183049",30,1,"10",12349482,12835545,FALSE
"8893","YOL016C","ENSG00000130822",28,1,"X",153669730,153689010,FALSE
"8894","YOL016C","ENSG00000070808",28,1,"5",150219491,150290291,FALSE
"8895","YOL016C","ENSG00000164076",25,1,"3",49857988,49870222,FALSE
"8896","YOL016C","ENSG00000008118",31,1,"1",209583717,209613938,FALSE
"8897","YOL016C","ENSG00000058404",29,1,"7",44217150,44334577,FALSE
"8898","YHR042W","ENSG00000127948",33,1,"7",75899200,75986855,TRUE
"8906","YBR241C","ENSG00000133460",19,1,"22",23856703,23886309,FALSE
"8907","YBR241C","ENSG00000059804",28,1,"12",7919230,7936275,FALSE
"8908","YBR241C","ENSG00000197241",27,1,"1",9003300,9026345,FALSE
"8909","YBR241C","ENSG00000163581",29,1,"3",170996348,171026750,FALSE
"8910","YBR241C","ENSG00000251357",10,1,"22",23862188,23895223,FALSE
"8911","YBR241C","ENSG00000173262",28,1,"12",7812512,7891148,FALSE
"8912","YBR241C","ENSG00000181856",29,1,"17",7281667,7288257,FALSE
"8913","YBR241C","ENSG00000142583",26,1,"1",9035107,9088478,FALSE
"8914","YBR241C","ENSG00000117394",30,1,"1",42925375,42959173,FALSE
"8915","YBR241C","ENSG00000109667",27,1,"4",9771153,10054936,FALSE
"8919","YER131W","ENSG00000197728",62,1,"12",56041853,56044675,FALSE
"8921","YNL293W","ENSG00000248751",12,1,"22",30285238,30299482,FALSE
"8922","YNL293W","ENSG00000099992",16,1,"22",30291990,30327046,FALSE
"8923","YNL293W","ENSG00000260287",11,1,"17",36323884,36334759,FALSE
"8924","YNL293W","ENSG00000274419",11,1,"17",37924458,38139051,FALSE
"8925","YNL293W","ENSG00000274808",11,1,"17",36165624,36264527,FALSE
"8926","YNL293W","ENSG00000214946",8,1,"17",15732247,15749192,FALSE
"8927","YNL293W","ENSG00000175463",14,1,"11",67403915,67410089,FALSE
"8928","YNL293W","ENSG00000169221",17,1,"16",30357102,30370264,FALSE
"8929","YNL293W","ENSG00000278599",11,1,"17",38005561,38138862,FALSE
"8930","YNL293W","ENSG00000275954",11,1,"17",36377846,36439566,FALSE
"8931","YNL293W","ENSG00000189375",6,1,"17",18635006,18661950,FALSE
"8932","YNL293W","ENSG00000274611",11,1,"17",38181659,38192541,FALSE
"8933","YNL293W","ENSG00000278299",11,1,"17",37978470,38068592,FALSE
"8934","YNL293W","ENSG00000274226",11,1,"17",36377348,36439566,FALSE
"8935","YNL293W","ENSG00000274933",11,1,"17",36253456,36439559,FALSE
"8936","YNL293W","ENSG00000274512",11,1,"17",37977972,38068651,FALSE
"8937","YNL293W","ENSG00000139835",17,1,"13",113324164,113364148,FALSE
"8938","YNL293W","ENSG00000255104",8,1,"17",15699692,15744783,FALSE
"8939","YNL293W","ENSG00000273513",11,1,"17",37924415,37935365,FALSE
"8940","YNL293W","ENSG00000148429",15,1,"10",11453946,11611754,FALSE
"8944","YNR046W","ENSG00000173113",28,1,"11",64316460,64318084,TRUE
"8945","YPL177C","ENSG00000134138",18,1,"15",36889204,37101299,FALSE
"8946","YPL177C","ENSG00000118707",14,1,"20",36573488,36593950,FALSE
"8947","YPL177C","ENSG00000105419",18,1,"19",47403124,47419523,FALSE
"8948","YPL177C","ENSG00000165495",17,1,"11",125164687,125433389,FALSE
"8949","YPL177C","ENSG00000143995",18,1,"2",66433452,66573869,FALSE
"8950","YPL177C","ENSG00000153779",13,1,"X",89921882,89922883,FALSE
"8951","YPL177C","ENSG00000176679",12,1,"Y",3579041,3580041,FALSE
"8952","YPL177C","ENSG00000160199",16,1,"21",42974510,43033931,FALSE
"8953","YPL177C","ENSG00000177426",18,1,"18",3411608,3459978,FALSE
"8956","YKL013C","ENSG00000241553",67,1,"3",9792495,9807726,TRUE
"8960","YNR066C","ENSG00000156395",14,1,"10",104641101,105265235,FALSE
"8961","YNR066C","ENSG00000134243",14,1,"1",109309568,109397951,FALSE
"8962","YNR066C","ENSG00000137642",13,1,"11",121452203,121633693,FALSE
"8963","YNR066C","ENSG00000108018",13,1,"10",106573663,107164534,FALSE
"8964","YNR066C","ENSG00000184985",13,1,"4",7192538,7742836,FALSE
"8967","YNL003C","ENSG00000144741",44,1,"3",66133610,66388116,FALSE
"8969","YBL030C","ENSG00000169100",47,1,"X",1386152,1392724,TRUE
"8970","YBL030C","ENSG00000005022",47,1,"X",119468400,119471319,TRUE
"8971","YBL030C","ENSG00000151475",47,1,"4",127730378,127774299,TRUE
"8972","YBL030C","ENSG00000151729",47,1,"4",185143241,185150382,TRUE
"8973","YLR276C","ENSG00000136271",40,1,"7",44565417,44575051,TRUE
"8975","YDL155W","ENSG00000162063",16,1,"16",2429394,2458854,FALSE
"8976","YDL155W","ENSG00000105173",15,1,"19",29811898,29824308,FALSE
"8977","YDL155W","ENSG00000157456",27,1,"15",59105078,59125045,FALSE
"8978","YDL155W","ENSG00000133101",21,1,"13",36431520,36442882,FALSE
"8979","YDL155W","ENSG00000112576",13,1,"6",41934933,42050357,FALSE
"8980","YDL155W","ENSG00000147082",23,1,"X",50202713,50351910,FALSE
"8981","YDL155W","ENSG00000145386",21,1,"4",121816444,121823933,FALSE
"8982","YDL155W","ENSG00000152669",15,1,"5",55231152,55233680,FALSE
"8983","YDL155W","ENSG00000134057",26,1,"5",69167010,69178245,FALSE
"8984","YDL155W","ENSG00000110092",11,1,"11",69641087,69654474,FALSE
"8985","YDL155W","ENSG00000175305",14,1,"8",94879770,94896678,FALSE
"8986","YDL155W","ENSG00000118971",11,1,"12",4273772,4305350,FALSE
"8988","YPL065W","ENSG00000160948",24,1,"8",144423601,144428563,FALSE
"8990","YBR111C","ENSG00000165609",35,1,"10",12165325,12196144,FALSE
"8994","YGR066C","ENSG00000141034",24,1,"17",18039292,18068404,FALSE
"8996","YGR101W","ENSG00000175193",23,1,"3",183829385,183884933,FALSE
"8998","YOR067C","ENSG00000159063",35,1,"11",78100936,78139660,FALSE
"9000","YER183C","ENSG00000136371",28,1,"15",79833585,79897379,FALSE
"9001","YER183C","ENSG00000259332",24,1,"15",79845195,79923754,FALSE
"9005","YLR105C","ENSG00000154743",22,1,"3",12484432,12539623,TRUE
"9006","YDL100C","ENSG00000198356",44,1,"19",12737139,12748323,FALSE
"9009","YDR301W","ENSG00000071894",21,1,"8",144393229,144409349,TRUE
"9014","YPR011C","ENSG00000077713",26,1,"X",119399060,119454478,FALSE
"9015","YIL078W","ENSG00000185418",52,1,"15",101653598,101724604,TRUE
"9016","YIL078W","ENSG00000143374",43,1,"1",150487364,150507609,TRUE
"9017","YIL078W","ENSG00000113407",54,1,"5",33440696,33469539,TRUE
"9018","YIL078W","ENSG00000154719",9,1,"21",25585656,25607517,TRUE
"9020","YNR053C","ENSG00000130119",23,1,"X",54530211,54561071,TRUE
"9021","YNR053C","ENSG00000163938",23,1,"3",52681156,52694492,TRUE
"9022","YNR053C","ENSG00000134697",49,1,"1",37566816,37595935,TRUE
"9025","YDL043C","ENSG00000104897",26,1,"19",2236504,2248679,TRUE
"9026","YFR047C","ENSG00000103485",43,1,"16",29679008,29698699,FALSE
"9027","YFR047C","ENSG00000277669",25,1,"16",29663279,29695144,FALSE
"9028","YCR011C","ENSG00000138075",16,1,"2",43812472,43838865,FALSE
"9029","YCR011C","ENSG00000172350",16,1,"11",119149012,119162653,FALSE
"9030","YCR011C","ENSG00000160179",15,1,"21",42199689,42297244,FALSE
"9031","YCR011C","ENSG00000143921",16,1,"2",43838964,43878466,FALSE
"9032","YCR011C","ENSG00000118777",20,1,"4",88090264,88231322,FALSE
"9035","YJL203W","ENSG00000099995",28,1,"22",30331988,30356947,TRUE
"9044","YLR207W","ENSG00000101251",10,1,"20",13849247,13996443,FALSE
"9045","YLR207W","ENSG00000071537",18,1,"14",81471549,81533861,FALSE
"9046","YLR207W","ENSG00000091490",12,1,"4",25747427,25863760,FALSE
"9047","YMR208W","ENSG00000110921",30,1,"12",109573255,109598117,TRUE
"9048","YOR034C","ENSG00000177054",18,1,"11",19117099,19176422,FALSE
"9049","YOR034C","ENSG00000186908",20,1,"12",76763588,76853696,FALSE
"9052","YNR019W","ENSG00000057252",18,1,"1",179293714,179358680,FALSE
"9053","YNR019W","ENSG00000185000",14,1,"8",144314584,144326910,FALSE
"9054","YNR019W","ENSG00000167780",15,1,"12",53103518,53124538,FALSE
"9055","YPL235W","ENSG00000183207",66,1,"19",48993448,49015995,TRUE
"9059","YER068W","ENSG00000080802",29,1,"7",135361795,135510127,FALSE
"9064","YDR424C","ENSG00000100246",28,1,"22",38778508,38794198,FALSE
"9065","YDR424C","ENSG00000264364",43,1,"17",58083415,58095536,FALSE
"9066","YDR424C","ENSG00000088986",45,1,"12",120469850,120498493,FALSE
"9068","YFR002W","ENSG00000102900",25,1,"16",56730105,56850286,TRUE
"9072","YOR065W","ENSG00000179091",50,1,"8",144095027,144097525,FALSE
"9074","YPL122C","ENSG00000213780",34,1,"6",30908184,30914106,TRUE
"9084","YIL103W","ENSG00000108963",46,1,"17",2030110,2043430,FALSE
"9085","YCR047C","ENSG00000071462",48,1,"7",73683025,73705161,FALSE
"9086","YJR017C","ENSG00000127445",44,1,"19",9835257,9849682,TRUE
"9087","YKR048C","ENSG00000186462",24,1,"X",73212299,73214848,FALSE
"9088","YKR048C","ENSG00000186310",20,1,"X",93670930,93673568,FALSE
"9089","YKR048C","ENSG00000187109",28,1,"12",76036587,76085033,FALSE
"9090","YKR048C","ENSG00000204118",5,1,"X",73126037,73128080,FALSE
"9091","YKR048C","ENSG00000205531",27,1,"11",2944431,2992377,FALSE
"9094","YPR113W","ENSG00000103502",37,1,"16",29858357,29863736,TRUE
"9100","YKL212W","ENSG00000198825",30,1,"10",119726097,119829278,FALSE
"9101","YKL212W","ENSG00000211456",30,1,"3",45689056,45745424,FALSE
"9102","YGL156W","ENSG00000140400",34,1,"15",75355792,75368630,FALSE
"9104","YPL082C","ENSG00000138375",4,1,"2",216412414,216483053,TRUE
"9105","YPL082C","ENSG00000095564",33,1,"10",91923769,92030325,TRUE
"9106","YPL082C","ENSG00000121988",5,1,"2",135136916,135531236,TRUE
"9107","YHL030W","ENSG00000136813",23,1,"9",111360692,111484745,FALSE
"9108","YLR419W","ENSG00000156414",15,1,"14",103928462,104052667,FALSE
"9109","YLR419W","ENSG00000132153",17,1,"3",47802909,47850195,FALSE
"9110","YLR419W","ENSG00000174953",19,1,"3",154272546,154324497,FALSE
"9111","YLR419W","ENSG00000067248",22,1,"5",55256245,55307722,FALSE
"9112","YLR419W","ENSG00000135829",18,1,"1",182839369,182887751,FALSE
"9113","YLR419W","ENSG00000047188",17,1,"5",113513683,113595285,FALSE
"9114","YLR419W","ENSG00000163214",20,1,"2",38797729,38875934,FALSE
"9115","YMR036C","ENSG00000101224",18,1,"20",3786772,3806121,FALSE
"9116","YMR036C","ENSG00000164045",18,1,"3",48157146,48188402,FALSE
"9117","YMR036C","ENSG00000158402",16,1,"5",138285265,138338355,FALSE
"9119","YDR352W","ENSG00000040487",23,1,"1",19312326,19329300,FALSE
"9120","YDR352W","ENSG00000174899",9,1,"3",157543246,157677749,FALSE
"9125","YEL021W","ENSG00000114491",49,1,"3",124730366,124749273,FALSE
"9126","YOR090C","ENSG00000172840",23,1,"16",66878589,66895754,FALSE
"9127","YOR090C","ENSG00000164951",22,1,"8",93857807,93926066,FALSE
"9133","YNR071C","ENSG00000143891",32,1,"2",38665910,38741237,FALSE
"9135","YEL071W","ENSG00000180902",46,1,"2",241734579,241768816,FALSE
"9137","YLR389C","ENSG00000078618",28,1,"1",51789191,51878937,FALSE
"9138","YLR389C","ENSG00000119912",36,1,"10",92451684,92574076,FALSE
"9139","YNL263C","ENSG00000167645",23,1,"19",38305104,38317273,TRUE
"9140","YNL263C","ENSG00000174851",21,1,"11",66284580,66289170,TRUE
"9146","YKL148C","ENSG00000073578",65,1,"5",218241,256700,FALSE
"9149","YER162C","ENSG00000154767",22,1,"3",14145147,14178783,FALSE
"9154","YKL058W","ENSG00000140307",35,1,"15",59638062,59657541,TRUE
"9159","YPR023C","ENSG00000185787",14,1,"15",78810487,78898133,FALSE
"9160","YPR023C","ENSG00000123562",9,1,"X",103675496,103688158,FALSE
"9162","YOR367W","ENSG00000117519",25,1,"1",94896949,94927278,FALSE
"9163","YOR367W","ENSG00000064666",26,1,"19",1026581,1039068,FALSE
"9164","YOR367W","ENSG00000130176",25,1,"19",11538717,11550323,FALSE
"9165","YOR367W","ENSG00000144834",32,1,"3",111998664,112013887,FALSE
"9166","YOR367W","ENSG00000149591",28,1,"11",117199321,117204782,FALSE
"9167","YOR367W","ENSG00000158710",31,1,"1",159918107,159925732,FALSE
"9169","YIL155C","ENSG00000115159",40,1,"2",156435290,156613735,FALSE
"9170","YJR099W","ENSG00000154277",26,1,"4",41256413,41268455,FALSE
"9171","YJR099W","ENSG00000118939",32,1,"13",75549480,75606020,FALSE
"9173","YOR321W","ENSG00000130714",27,1,"9",131502902,131523806,FALSE
"9174","YOR321W","ENSG00000009830",32,1,"14",77274956,77320884,FALSE
"9175","YHR203C","ENSG00000280969",68,1,"Y",20756164,20781032,FALSE
"9176","YHR203C","ENSG00000198034",72,1,"X",72255679,72277300,FALSE
"9177","YHR203C","ENSG00000129824",70,1,"Y",2841486,2932000,FALSE
"9181","YJR109C","ENSG00000021826",50,1,"2",210477682,210679107,FALSE
"9182","YJR109C","ENSG00000084774",52,1,"2",27217390,27243943,FALSE
"9189","YDR454C","ENSG00000143774",44,1,"1",228139962,228148984,TRUE
"9190","YDR454C","ENSG00000155530",26,1,"7",134127299,134264591,TRUE
"9191","YJL187C","ENSG00000166483",12,1,"11",9573681,9593457,FALSE
"9192","YJL187C","ENSG00000127564",11,1,"16",2968024,2980539,FALSE
"9193","YJL187C","ENSG00000214102",13,1,"7",141708353,141731271,FALSE
"9194","YGR202C","ENSG00000161217",31,1,"3",196214222,196287957,FALSE
"9195","YGR202C","ENSG00000102230",32,1,"X",24558087,24672677,FALSE
"9199","YDL019C","ENSG00000079156",19,1,"2",178194481,178402891,FALSE
"9200","YDL019C","ENSG00000070882",18,1,"7",24796539,24981634,FALSE
"9201","YDL019C","ENSG00000130703",12,1,"20",62231922,62296213,FALSE
"9202","YDL019C","ENSG00000141447",20,1,"18",24162044,24397880,FALSE
"9203","YDL019C","ENSG00000184792",17,1,"22",30693782,30907824,FALSE
"9204","YDL019C","ENSG00000110048",17,1,"11",59574398,59616144,FALSE
"9205","YDL019C","ENSG00000006025",16,1,"17",47807372,47821834,FALSE
"9210","YBR103W","ENSG00000092377",24,1,"Y",6910686,7091683,FALSE
"9211","YBR103W","ENSG00000177565",24,1,"3",177019355,177197396,FALSE
"9212","YBR103W","ENSG00000101849",24,1,"X",9463295,9719743,FALSE
"9213","YBR103W","ENSG00000051596",10,1,"5",175917873,176034680,FALSE
"9214","YBR103W","ENSG00000150627",15,1,"4",176065834,176182818,FALSE
"9218","YDR440W","ENSG00000104885",22,1,"19",2164149,2232578,FALSE
"9220","YOL121C","ENSG00000105372",49,1,"19",41859918,41872926,FALSE
"9229","YBR097W","ENSG00000196455",26,1,"3",130678935,130746829,FALSE
"9234","YJR117W","ENSG00000084073",38,1,"1",40258107,40294184,FALSE
"9235","YLL052C","ENSG00000135517",11,1,"12",56449502,56469166,FALSE
"9236","YLL052C","ENSG00000161798",13,1,"12",49961870,49965681,FALSE
"9237","YLL052C","ENSG00000171885",13,1,"18",26852038,26865818,FALSE
"9238","YLL052C","ENSG00000240583",15,1,"7",30911855,30925516,FALSE
"9239","YLL052C","ENSG00000250424",11,1,"7",30852273,30923812,FALSE
"9240","YLL052C","ENSG00000086159",13,1,"12",49967194,49977139,FALSE
"9241","YLL052C","ENSG00000103375",11,1,"16",25215731,25228940,FALSE
"9242","YLL052C","ENSG00000167580",14,1,"12",49950741,49958881,FALSE
"9244","YOR271C","ENSG00000183605",22,1,"10",119140767,119165667,FALSE
"9245","YOR271C","ENSG00000107819",39,1,"10",101031234,101041244,FALSE
"9246","YOR271C","ENSG00000156398",32,1,"10",102714538,102743492,FALSE
"9247","YOR271C","ENSG00000164466",38,1,"5",175477062,175529742,FALSE
"9248","YOR271C","ENSG00000144040",39,1,"2",72942036,73075619,FALSE
"9249","YOR149C","ENSG00000119227",28,1,"3",196946343,196969060,TRUE
"9251","YDR289C","ENSG00000101413",13,1,"20",38033546,38127780,FALSE
"9252","YDR289C","ENSG00000163125",14,1,"1",150363091,150476566,FALSE
"9253","YDR289C","ENSG00000141425",13,1,"18",35984387,36067576,FALSE
"9256","YDL028C","ENSG00000112742",23,1,"6",80003887,80042527,TRUE
"9258","YGL211W","ENSG00000142544",43,1,"19",51097606,51108370,FALSE
"9261","YDL194W","ENSG00000160326",12,1,"9",133471095,133479137,FALSE
"9262","YDL194W","ENSG00000136856",13,1,"9",127397138,127408424,FALSE
"9264","YKR014C","ENSG00000255587",29,1,"6",36697851,36733183,FALSE
"9265","YKR014C","ENSG00000041353",26,1,"18",54717860,54895516,FALSE
"9266","YKR014C","ENSG00000069974",26,1,"15",55202966,55319113,FALSE
"9267","YKR014C","ENSG00000165105",29,1,"9",82979585,83063177,FALSE
"9272","YLR209C","ENSG00000198805",44,1,"14",20468954,20477094,FALSE
"9275","YPR028W","ENSG00000115255",33,1,"19",1490747,1497927,FALSE
"9276","YPR028W","ENSG00000168476",18,1,"8",22138020,22141951,FALSE
"9277","YPR028W","ENSG00000165476",20,1,"10",63521363,63625123,FALSE
"9278","YPR028W","ENSG00000068615",19,1,"2",86213993,86338083,FALSE
"9279","YPR028W","ENSG00000129625",32,1,"5",112876379,112922539,FALSE
"9280","YPR028W","ENSG00000132563",21,1,"5",138439017,138446969,FALSE
"9284","YEL061C","ENSG00000131437",18,1,"5",132692628,132737638,FALSE
"9285","YEL061C","ENSG00000155980",15,1,"12",57549998,57586632,FALSE
"9286","YEL061C","ENSG00000116852",17,1,"1",200969390,201023700,FALSE
"9287","YEL061C","ENSG00000117245",18,1,"1",20664014,20718017,FALSE
"9288","YEL061C","ENSG00000138778",19,1,"4",103105806,103198409,FALSE
"9289","YEL061C","ENSG00000163808",18,1,"3",44761717,44873376,FALSE
"9290","YEL061C","ENSG00000166813",16,1,"15",89608789,89655451,FALSE
"9291","YEL061C","ENSG00000226650",18,1,"5",155013755,155018132,FALSE
"9292","YEL061C","ENSG00000168280",14,1,"2",148875250,149026759,FALSE
"9293","YEL061C","ENSG00000101350",18,1,"20",32277664,32335011,FALSE
"9294","YEL061C","ENSG00000138160",29,1,"10",92593286,92655395,FALSE
"9295","YEL061C","ENSG00000090889",18,1,"X",70290090,70420832,FALSE
"9296","YEL061C","ENSG00000084731",17,1,"2",25926596,25982749,FALSE
"9297","YEL061C","ENSG00000170759",14,1,"10",32009010,32056431,FALSE
