orf	gene	go_process	go_function	go_component	essential	het_ypd_A	het_ypd_B	HET_AV	slow_ypd_het	hom_ypd_C	hom_ypd_D	HOM_AV	slow_ypd_hom	het_mm_B	slow_mm_het	hom_mm_D	slow_mm_hom
YMR162C  	YMR162C   	intracellular protein transport	phospholipid-translocating ATPase activity	trans-Golgi network transport vesicle	NO	1.014	1.007	1.010	no	1.023	1.012	1.017	no	1.003	no	1.000	NO
YMR163C  	YMR163C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.997	1.010	1.003	no	1.014	1.013	1.014	no	0.989	no	1.012	NO
YMR164C  	MSS11     	positive regulation of transcription from Pol II promoter*	specific RNA polymerase II transcription factor activity	nucleus	NO	0.991	0.999	0.994	no	0.994	1.011	1.001	no	0.999	no	0.999	NO
YMR165C  	SMP2      	aerobic respiration*	molecular_function unknown	cytoplasm	NO	0.989	1.012	1.000	no	ND	0.880	0.880	no	1.004	no	0.794	YES
YMR166C  	YMR166C   	transport	transporter activity	mitochondrial inner membrane	NO	1.000	1.010	1.005	no	0.969	0.988	0.978	no	1.001	no	1.021	NO
YMR167W  	MLH1      	meiotic recombination	DNA binding*	nucleus	NO	0.968	1.002	0.979	no	0.944	0.997	0.962	no	1.006	no	1.022	NO
YMR168C  	CEP3      	mitotic spindle checkpoint	DNA bending activity*	condensed nuclear chromosome kinetochore	YES	ND	ND	ND	no	ND	ND	ND	Essential	ND	no	ND	Essential
YMR169c  	ALD3      	response to stress*	aldehyde dehydrogenase activity	cytoplasm	NO	0.967	0.992	0.980	no	1.028	1.005	1.017	no	1.016	no	1.019	NO
YMR169C  	ALD3      	response to stress*	aldehyde dehydrogenase activity	cytoplasm	NO	1.011	1.024	1.017	no	0.997	1.003	0.998	no	1.016	no	1.019	NO
YMR170C  	ALD2      	aldehyde metabolism*	aldehyde dehydrogenase activity	cytoplasm	NO	1.016	1.006	1.010	no	1.027	1.010	1.022	no	0.993	no	1.010	NO
YMR171C  	YMR171C   	biological_process unknown	molecular_function unknown	endosome	NO	0.993	1.006	0.999	no	1.022	1.013	1.017	no	0.999	no	1.019	NO
YMR172C-A	YMR172C-A 				NO	0.980	0.997	0.987	no	0.986	1.018	0.996	no	1.002	no	1.015	NO
YMR172W  	HOT1      	regulation of transcription from Pol II promoter*	specific RNA polymerase II transcription factor activity	nuclear chromosome	NO	1.003	1.012	1.008	no	1.024	1.021	1.023	no	1.002	no	1.045	NO
YMR173W  	DDR48     	DNA repair	molecular_function unknown	cytoplasm	NO	0.986	1.004	0.995	no	0.998	1.022	1.010	no	1.006	no	1.000	NO
YMR173W-A	YMR173W-A 				NO	0.979	1.003	0.991	no	1.014	1.020	1.017	no	1.014	no	1.031	NO
YMR174c  	PAI3      	vacuolar protein catabolism	endopeptidase inhibitor activity	cytoplasm	NO	0.990	1.010	1.000	no	1.006	1.010	1.008	no	1.003	no	1.017	NO
YMR174C  	PAI3      	vacuolar protein catabolism	endopeptidase inhibitor activity	cytoplasm	NO	1.016	1.001	1.008	no	1.015	1.006	1.011	no	1.003	no	1.017	NO
YMR175w  	SIP18     	response to osmotic stress*	phospholipid binding	soluble fraction	NO	0.979	1.004	0.991	no	0.993	1.009	1.001	no	0.990	no	0.996	NO
YMR175W  	SIP18     	response to osmotic stress*	phospholipid binding	soluble fraction	NO	1.006	1.002	1.004	no	1.026	0.999	1.012	no	0.990	no	0.996	NO
YMR176W  	ECM5      	cell wall organization and biogenesis	molecular_function unknown	nucleus	NO	0.980	1.008	0.994	no	1.013	1.012	1.012	no	0.984	no	1.030	NO
YMR177W  	MMT1      	iron ion homeostasis	molecular_function unknown	mitochondrion*	NO	0.990	1.018	1.004	no	1.017	1.008	1.012	no	1.008	no	1.027	NO
YMR178W  	YMR178W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.989	1.008	0.999	no	1.009	1.012	1.010	no	0.990	no	1.014	NO
YMR179W  	spt21     	regulation of transcription from Pol II promoter	molecular_function unknown	nucleus	NO	0.982	1.006	0.994	no	0.859	0.864	0.862	yes	1.021	no	0.895	YES
YMR180C  	CTL1      	RNA processing	polynucleotide 5'-phosphatase activity	cytoplasm*	NO	0.992	1.005	0.998	no	1.010	1.012	1.011	no	0.992	no	1.014	NO
YMR181C  	YMR181C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.987	1.007	0.997	no	1.019	1.012	1.015	no	0.983	no	1.005	NO
YMR182C  	RGM1      	negative regulation of transcription from Pol II promoter	RNA polymerase II transcription factor activity	nucleus	NO	0.977	0.993	0.984	no	1.003	1.016	1.008	no	1.009	no	1.012	NO
YMR183C  	SSO2      	nonselective vesicle fusion*	t-SNARE activity	cytoplasm*	NO	0.992	1.009	1.000	no	1.015	1.013	1.014	no	1.011	no	1.023	NO
YMR184W  	YMR184W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.995	1.006	0.999	no	0.997	1.011	1.003	no	0.993	no	1.001	NO
YMR185W  	YMR185W   	biological_process unknown	molecular_function unknown	cellular_component unknown	YES	0.996	1.007	1.002	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YMR186W  	HSC82     	response to stress*	chaperone activity*	cytoplasm*	NO	0.998	1.010	1.004	no	1.004	1.008	1.006	no	1.010	no	1.009	NO
YMR187C  	YMR187C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.996	1.006	1.001	no	1.012	1.013	1.013	no	1.007	no	1.020	NO
YMR188C  	YMR188C   	protein biosynthesis*	structural constituent of ribosome	mitochondrial small ribosomal subunit	NO	0.982	1.011	0.996	no	0.734	0.736	0.735	yes	1.006	no	0.841	YES
YMR189W  	GCV2      	one-carbon compound metabolism	glycine dehydrogenase (decarboxylating) activity	mitochondrion	NO	0.992	0.989	0.991	no	1.012	1.009	1.011	no	0.999	no	1.005	NO
YMR190C  	SGS1      	mitotic chromosome segregation*	ATP dependent DNA helicase activity	nucleolus	NO	0.995	1.006	1.001	no	0.886	0.878	0.882	yes	1.008	no	0.883	YES
YMR191W  	YMR191W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.994	1.001	0.997	no	1.016	1.005	1.013	no	1.005	no	1.035	NO
YMR192W  	YMR192W   	actin filament organization	molecular_function unknown	cytoplasm*	NO	0.986	1.000	0.993	no	1.015	1.019	1.017	no	1.012	no	1.027	NO
YMR193C-A	YMR193C-A 				NO	0.985	0.984	0.985	no	0.872	0.859	0.866	no	1.007	no	1.006	NO
YMR193W  	MRPL24    	protein biosynthesis	structural constituent of ribosome	mitochondrial large ribosomal subunit	NO	1.001	1.006	1.004	no	0.762	0.725	0.744	yes	0.993	no	0.825	YES
YMR194C-A	YMR194C-A 					0.993	1.014	1.002	no	0.997	1.012	1.005	no	0.995	no	1.021	NO
YMR194W  	RPL36A    	protein biosynthesis	structural constituent of ribosome*	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.967	0.991	0.979	no	0.881	0.877	0.879	yes	1.020	no	1.015	NO
YMR195W  	ICY1      	biological_process unknown	molecular_function unknown	vacuolar membrane (sensu Fungi)	NO	0.999	1.007	1.003	no	1.020	1.025	1.023	no	1.001	no	1.019	NO
YMR196W  	YMR196W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.996	1.013	1.005	no	1.002	1.016	1.009	no	1.018	no	1.028	NO
YMR197C  	VTI1      	intra-Golgi transport*	v-SNARE activity	integral to Golgi membrane	YES	0.979	1.013	0.996	no	ND	ND	ND	Essential	1.021	no	ND	Essential
YMR198W  	CIK1      	meiosis*	microtubule motor activity	spindle pole body*	NO	0.998	1.009	1.003	no	ND	ND	ND	no	1.016	no	ND	NO
YMR199W  	CLN1      	regulation of CDK activity	cyclin-dependent protein kinase regulator activity	cytoplasm*	NO	1.001	1.004	1.003	no	1.020	1.011	1.015	no	0.999	no	1.040	NO
YMR200W  	ROT1      	cell wall organization and biogenesis	molecular_function unknown	endoplasmic reticulum	YES	0.974	1.005	0.989	no	ND	ND	ND	Essential	0.999	no	ND	Essential
YMR201C  	RAD14     	"nucleotide-excision repair, DNA damage recognition"	damaged DNA binding	nucleotide excision repair factor 1 complex	NO	0.994	1.006	1.000	no	1.025	1.020	1.022	no	1.001	no	1.029	NO
YMR202W  	ERG2      	ergosterol biosynthesis	C-8 sterol isomerase activity	endoplasmic reticulum	NO	0.992	1.009	1.000	no	0.935	0.927	0.931	yes	1.005	no	0.830	YES
YMR203W  	TOM40     	mitochondrial matrix protein import	protein transporter activity	mitochondrion*	YES	0.992	1.007	1.000	no	ND	ND	ND	Essential	1.000	no	ND	Essential
YMR204C  	YMR204C   	biological_process unknown	molecular_function unknown	peroxisome	NO	0.983	1.007	0.995	no	1.016	1.015	1.016	no	0.986	no	0.991	NO
YMR205C  	pfk2      	glycolysis	6-phosphofructokinase activity	cytoplasm*	NO	0.975	0.991	0.983	no	0.869	0.898	0.883	yes	0.994	no	0.773	YES
YMR206W  	YMR206W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.994	1.013	1.003	no	1.014	1.013	1.014	no	1.002	no	1.019	NO
YMR207C  	HFA1      	biological_process unknown	acetyl-CoA carboxylase activity	mitochondrion	NO	ND	ND	ND	no	0.993	0.969	0.981	no	ND	no	0.948	YES
YMR208W  	erg12     	ergosterol biosynthesis	mevalonate kinase activity	cytosol	YES	0.996	1.015	1.005	no	ND	ND	ND	Essential	0.995	no	ND	Essential
YMR209C  	YMR209C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.986	1.004	0.995	no	1.018	1.007	1.012	no	0.971	no	1.001	NO
YMR210W  	YMR210W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.006	1.005	1.005	no	1.014	1.018	1.016	no	0.844	no	1.022	NO
YMR211W  	YMR211W   	mitochondrial genome maintenance*	molecular_function unknown	cellular_component unknown	YES	0.998	1.013	1.006	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YMR213W  	CEF1      	"nuclear mRNA splicing, via spliceosome"	pre-mRNA splicing factor activity	spliceosome complex	YES	0.995	1.007	1.001	no	ND	ND	ND	Essential	1.013	no	ND	Essential
YMR214W  	SCJ1      	protein folding	co-chaperone activity	endoplasmic reticulum lumen	NO	1.004	1.010	1.007	no	0.990	0.993	0.991	no	1.001	no	1.012	NO
YMR215W  	YMR215W   	biological_process unknown	molecular_function unknown	cell wall (sensu Fungi)	NO	0.990	1.007	0.998	no	1.014	1.012	1.013	no	0.727	no	1.005	NO
YMR216C  	SKY1      	response to drug*	protein kinase activity	cytoplasm	NO	0.984	0.996	0.990	no	0.953	0.960	0.956	yes	1.003	no	0.910	YES
YMR217W  	GUA1      	GMP metabolism	GMP synthase (glutamine-hydrolyzing) activity	cellular_component unknown	NO	0.986	1.004	0.995	no	ND	ND	ND	no	1.004	no	ND	NO
YMR218C  	TRS130    	ER to Golgi transport	molecular_function unknown	TRAPP	YES	0.947	0.999	0.973	no	ND	ND	ND	Essential	1.008	no	ND	Essential
YMR219W  	ESC1      	chromatin silencing at telomere	molecular_function unknown	nucleus	NO	0.988	1.006	0.997	no	0.833	0.840	0.837	yes	1.005	no	0.988	NO
YMR220W  	ERG8      	ergosterol biosynthesis*	phosphomevalonate kinase activity	cytosol	YES	0.995	0.999	0.997	no	ND	ND	ND	Essential	1.008	no	ND	Essential
YMR221C  	YMR221C   	biological_process unknown	molecular_function unknown	vacuole (sensu Fungi)	NO	0.974	0.998	0.986	no	1.019	1.016	1.017	no	1.008	no	1.024	NO
YMR222C  	YMR222C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.960	1.002	0.981	no	1.019	1.022	1.021	no	1.013	no	1.036	NO
YMR223W  	UBP8      	protein deubiquitination	ubiquitin-specific protease activity	SAGA complex	NO	1.009	1.008	1.009	no	0.975	0.966	0.971	yes	1.023	no	1.014	NO
YMR224C  	MRE11     	DNA repair*	protein binding*	nucleus	NO	0.975	1.009	0.992	no	0.834	0.859	0.844	yes	0.996	no	0.835	YES
YMR225C  	MRPL44    	protein biosynthesis	structural constituent of ribosome	mitochondrial large ribosomal subunit	NO	0.985	1.006	0.995	no	1.027	1.016	1.021	no	1.018	no	1.034	NO
YMR226C  	YMR226C   	L-serine metabolism	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	cytoplasm*	NO	0.994	1.009	1.002	no	1.019	1.012	1.015	no	0.999	no	1.025	NO
YMR227C  	TAF67     	transcription initiation from Pol II promoter*	general RNA polymerase II transcription factor activity	nucleus*	YES	0.970	0.992	0.981	no	ND	ND	ND	Essential	0.993	no	ND	Essential
YMR228W  	mtf1      	transcription from mitochondrial promoter	transcription cofactor activity*	mitochondrial matrix	NO	0.995	1.003	0.999	no	0.795	0.705	0.750	yes	0.996	no	0.832	YES
YMR229C  	RRP5      	processing of 20S pre-rRNA*	RNA binding*	nucleolus*	YES	0.991	1.004	0.998	no	ND	ND	ND	Essential	1.006	no	ND	Essential
YMR230W  	RPS10B    	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.953	0.968	0.960	yes	0.899	0.881	0.890	yes	0.742	no	0.948	YES
YMR231W  	pep5      	late endosome to vacuole transport*	molecular_function unknown	vacuolar membrane (sensu Fungi)	NO	1.014	1.011	1.013	no	1.052	ND	1.052	no	1.007	no	ND	NO
YMR232W  	fus2      	plasma membrane fusion	molecular_function unknown	shmoo tip	NO	1.005	1.007	1.006	no	1.005	1.009	1.006	no	1.001	no	1.014	NO
YMR233W  	YMR233W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.992	1.013	1.002	no	1.018	1.030	1.022	no	1.006	no	1.045	NO
YMR234W  	rnh1      	cell wall organization and biogenesis*	ribonuclease H activity	cell	NO	1.010	1.007	1.008	no	0.999	1.006	1.002	no	1.006	no	1.009	NO
YMR235C  	rna1      	protein-nucleus import*	Ran GTPase activator activity	nucleus*	YES	1.016	1.010	1.013	no	ND	ND	ND	Essential	0.996	no	ND	Essential
YMR236W  	TAF17     	transcription initiation from Pol II promoter*	general RNA polymerase II transcription factor activity	SAGA complex*	YES	1.014	1.007	1.011	no	ND	ND	ND	Essential	0.996	no	ND	Essential
YMR237W  	YMR237W   	biological_process unknown	molecular_function unknown	clathrin-coated vesicle	NO	1.006	1.010	1.008	no	1.010	1.013	1.011	no	1.006	no	1.031	NO
YMR238W  	DFG5      	pseudohyphal growth*	molecular_function unknown	"extrinsic to plasma membrane, GPI-anchored"	NO	1.014	1.007	1.010	no	1.010	1.018	1.014	no	1.004	no	0.990	NO
YMR239C  	RNT1      	35S primary transcript processing	ribonuclease III activity	nucleolus	YES	0.996	1.011	1.002	no	ND	ND	ND	Essential	1.005	no	ND	Essential
YMR240C  	CUS1      	spliceosome assembly	protein binding*	snRNP U2	YES	1.001	1.004	1.002	no	ND	ND	ND	Essential	1.007	no	ND	Essential
YMR241W  	YHM2      	tricarboxylic acid transport	tricarboxylate carrier activity	mitochondrial inner membrane	NO	1.019	1.010	1.015	no	1.005	1.001	1.003	no	1.008	no	0.966	NO
YMR242C  	RPL20A    	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.923	0.901	0.912	yes	0.925	0.907	0.916	yes	0.987	no	0.981	NO
YMR243C  	ZRC1      	zinc ion homeostasis*	"di-, tri-valent inorganic cation transporter activity*"	vacuole (sensu Fungi)	NO	1.011	1.009	1.010	no	1.018	1.022	1.020	no	1.016	no	1.042	NO
YMR244C-A	YMR244C-A 	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.008	1.012	1.009	no	0.968	1.003	0.980	no	1.013	no	1.004	NO
YMR244W  	YMR244W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.004	1.004	1.004	no	1.020	1.027	1.024	no	1.017	no	1.033	NO
YMR245W  	YMR245W   				NO	1.010	1.014	1.012	no	1.017	1.033	1.022	no	1.013	no	1.041	NO
YMR246W  	FAA4      	lipid metabolism*	long-chain-fatty-acid-CoA ligase activity	cytoplasm*	NO	1.009	1.005	1.007	no	1.013	1.023	1.017	no	1.025	no	1.032	NO
YMR247C  	YMR247C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.003	1.001	1.002	no	1.013	1.002	1.008	no	1.019	no	1.013	NO
YMR250W  	GAD1      	response to oxidative stress*	glutamate decarboxylase activity	cytoplasm	NO	0.993	ND	0.993	no	0.967	ND	0.967	no	ND	no	ND	NO
YMR251W  	YMR251W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.005	1.004	1.005	no	1.011	1.018	1.015	no	1.012	no	1.017	NO
YMR251W-A	HOR7      	response to stress	molecular_function unknown	endoplasmic reticulum*	NO	1.001	1.002	1.001	no	1.012	1.013	1.012	no	1.018	no	0.992	NO
YMR252C  	YMR252C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.010	1.011	1.010	no	1.015	1.014	1.015	no	1.009	no	1.024	NO
YMR253C  	YMR253C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.995	1.005	1.000	no	1.025	1.021	1.023	no	1.011	no	1.040	NO
YMR254C  	YMR254C   				NO	1.005	1.000	1.002	no	1.023	1.024	1.024	no	1.019	no	1.025	NO
YMR255W  	GFD1      	mRNA-nucleus export	molecular_function unknown	cytoplasm*	NO	1.006	1.006	1.006	no	1.009	1.018	1.013	no	1.018	no	1.033	NO
YMR256C  	COX7      	aerobic respiration	cytochrome-c oxidase activity	respiratory chain complex IV (sensu Eukarya)	NO	0.994	1.012	0.999	no	0.923	0.988	0.955	no	0.996	no	0.987	NO
YMR257C  	pet111    	protein biosynthesis	translation regulator activity	mitochondrial inner membrane	NO	1.007	1.016	1.012	no	0.879	0.841	0.860	yes	1.014	no	0.852	YES
YMR258C  	YMR258C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.009	1.007	1.008	no	1.024	1.020	1.022	no	1.021	no	1.037	NO
YMR259C  	YMR259C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.010	1.005	1.008	no	1.015	1.019	1.017	no	1.010	no	1.031	NO
YMR260C  	TIF11     	translational initiation	translation initiation factor activity	ribosome	YES	1.014	1.004	1.009	no	ND	ND	ND	Essential	1.005	no	ND	Essential
YMR261C  	TPS3      	response to stress*	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"	"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)"	NO	1.010	1.006	1.008	no	1.014	1.013	1.014	no	1.012	no	1.016	NO
YMR262W  	YMR262W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.006	0.997	1.001	no	0.986	1.027	1.007	no	1.018	no	1.028	NO
YMR263W  	YMR263W   	chromatin silencing at telomere*	histone deacetylase activity	histone deacetylase complex	NO	1.011	1.008	1.009	no	0.959	0.952	0.955	yes	0.993	no	0.987	NO
YMR264W  	CUE1      	ER-associated protein catabolism*	protein binding	integral to endoplasmic reticulum membrane	NO	1.013	1.007	1.010	no	1.010	1.013	1.011	no	0.999	no	0.974	NO
YMR265C  	YMR265C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.014	1.011	1.012	no	1.013	1.025	1.018	no	1.019	no	1.030	NO
YMR266W  	YMR266W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.987	0.991	0.989	no	ND	ND	ND	no	0.982	no	ND	NO
YMR267W  	ppa2      	aerobic respiration	inorganic diphosphatase activity	mitochondrion	NO	1.009	1.009	1.009	no	0.779	0.768	0.774	yes	1.020	no	0.842	YES
YMR268C  	PRP24     	spliceosome assembly*	pre-mRNA splicing factor activity	spliceosome complex	YES	1.012	1.009	1.011	no	ND	ND	ND	Essential	1.007	no	ND	Essential
YMR269W  	YMR269W   	biological_process unknown	molecular_function unknown	nucleolus	NO	1.010	1.004	1.007	no	0.780	0.789	0.784	yes	1.006	no	0.916	YES
YMR270C  	RRN9      	transcription from Pol I promoter	RNA polymerase I transcription factor activity*	RNA polymerase I upstream activating factor complex	YES	1.007	1.007	1.007	no	ND	ND	ND	Essential	1.001	no	ND	Essential
YMR271C  	URA10     	pyrimidine base biosynthesis	orotate phosphoribosyltransferase activity	cytoplasm	NO	0.965	1.003	0.984	no	1.015	1.011	1.013	no	1.006	no	1.023	NO
YMR272C  	SCS7      	fatty acid metabolism	oxidoreductase activity	endoplasmic reticulum	NO	1.028	1.011	1.020	no	0.963	0.999	0.981	no	1.006	no	0.879	YES
YMR273C  	ZDS1      	establishment of cell polarity (sensu Saccharomyces)*	protein binding	cytoplasm*	NO	0.998	1.010	1.004	no	1.012	1.019	1.015	no	1.019	no	1.040	NO
YMR274C  	RCE1      	protein processing*	prenyl-dependent CAAX protease activity	integral to endoplasmic reticulum membrane	NO	1.011	1.009	1.010	no	1.009	1.005	1.007	no	1.015	no	1.018	NO
YMR275C  	BUL1      	protein monoubiquitination*	protein binding	plasma membrane	NO	1.001	1.010	1.005	no	0.977	0.974	0.976	yes	1.011	no	0.912	YES
YMR276W  	DSK2      	spindle pole body duplication (sensu Saccharomyces)	protein degradation tagging activity	nucleus	NO	1.004	1.007	1.006	no	1.014	1.018	1.016	no	1.004	no	0.997	NO
YMR277W  	FCP1      	transcription*	protein phosphatase activity*	nucleus	YES	1.010	1.004	1.007	no	ND	ND	ND	Essential	0.993	no	ND	Essential
YMR278W  	YMR278W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.007	1.009	1.008	no	1.015	1.018	1.017	no	1.008	no	1.023	NO
YMR279C  	YMR279C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.965	0.996	0.980	no	1.001	1.018	1.010	no	0.981	no	1.023	NO
YMR280C  	CAT8      	positive regulation of transcription from Pol II promoter*	specific RNA polymerase II transcription factor activity	nucleus	NO	1.014	0.999	1.007	no	0.955	1.030	0.993	no	1.001	no	1.012	NO
YMR281W  	GPI12     	GPI anchor biosynthesis	N-acetylglucosaminylphosphatidylinositol deacetylase activity	endoplasmic reticulum membrane	YES	1.012	1.011	1.012	no	ND	ND	ND	Essential	1.010	no	ND	Essential
YMR282C  	AEP2      	protein biosynthesis	molecular_function unknown	mitochondrion	NO	1.006	1.006	1.006	no	0.789	0.729	0.759	yes	1.001	no	0.835	YES
YMR283C  	rit1      	charged-tRNA modification	"transferase activity, transferring pentosyl groups"	cytoplasm	NO	1.013	1.000	1.006	no	1.008	1.008	1.008	no	1.001	no	1.004	NO
YMR284W  	YKU70     	chromatin assembly/disassembly*	damaged DNA binding	nuclear membrane*	NO	0.989	1.008	0.995	no	1.015	1.014	1.015	no	0.948	no	0.932	YES
YMR285C  	NGL2      	rRNA processing	endoribonuclease activity	intracellular	NO	1.019	1.003	1.011	no	1.014	1.021	1.017	no	1.000	no	1.016	NO
YMR286W  	MRPL33    	protein biosynthesis	structural constituent of ribosome	mitochondrial large ribosomal subunit	NO	1.005	1.004	1.005	no	0.956	0.957	0.956	yes	1.013	no	0.901	YES
YMR287C  	MSU1      	RNA catabolism	exoribonuclease II activity	mitochondrion*	NO	1.014	0.996	1.005	no	0.765	0.766	0.765	yes	1.007	no	0.882	YES
YMR288W  	YMR288W   	spliceosome assembly	mRNA binding	snRNP U2	YES	1.004	1.007	1.005	no	ND	ND	ND	Essential	0.995	no	ND	Essential
YMR289W  	YMR289W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.991	1.002	0.995	no	0.971	1.020	0.988	no	1.008	no	0.995	NO
YMR290C  	HAS1      	biological_process unknown	molecular_function unknown	nucleolus*	YES	1.002	0.997	1.000	no	ND	ND	ND	Essential	1.020	no	ND	Essential
YMR290W-A	YMR290W-A 				YES	0.990	1.005	0.997	no	ND	ND	ND	Essential	1.000	no	ND	Essential
YMR291W  	YMR291W   	biological_process unknown	protein kinase activity	cytoplasm*	NO	1.005	1.010	1.007	no	1.013	1.021	1.017	no	1.021	no	1.036	NO
YMR292W  	GOT1      	ER to Golgi transport*	molecular_function unknown	Golgi membrane	NO	1.010	1.005	1.008	no	1.025	1.019	1.022	no	1.023	no	1.025	NO
YMR293C  	YMR293C   	aerobic respiration	amidase activity	mitochondrion	NO	1.009	1.004	1.006	no	0.750	0.760	0.755	yes	1.010	no	0.839	YES
YMR294W  	JNM1      	mitotic anaphase B	structural constituent of cytoskeleton	dynactin complex	NO	1.007	1.006	1.007	no	0.982	0.998	0.989	no	1.019	no	0.954	NO
YMR294W-A	YMR294W-A 				NO	0.991	0.999	0.995	no	0.997	1.025	1.009	no	1.018	no	1.003	NO
YMR295C  	YMR295C   	biological_process unknown	molecular_function unknown	bud	NO	1.012	1.008	1.010	no	1.007	1.026	1.015	no	1.017	no	1.018	NO
YMR296C  	LCB1      	sphingolipid biosynthesis	serine C-palmitoyltransferase activity	membrane fraction*	YES	0.997	1.003	1.000	no	ND	ND	ND	Essential	1.001	no	ND	Essential
YMR297W  	prc1      	vacuolar protein catabolism	carboxypeptidase C activity	cytoplasm*	NO	1.001	1.008	1.004	no	1.013	1.023	1.018	no	1.014	no	1.013	NO
YMR298W  	YMR298W   	biological_process unknown	molecular_function unknown	cellular_component unknown	YES	1.010	1.012	1.011	no	ND	ND	ND	Essential	1.016	no	ND	Essential
YMR299C  	YMR299C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.014	1.008	1.011	no	1.022	1.011	1.016	no	0.996	no	0.981	NO
YMR300C  	ade4      	purine nucleotide biosynthesis*	amidophosphoribosyltransferase activity	cytoplasm	NO	1.023	1.009	1.016	no	0.920	0.885	0.903	yes	1.008	no	0.802	YES
YMR301C  	ATM1      	iron ion homeostasis	ATP-binding cassette (ABC) transporter activity	mitochondrial inner membrane	YES	1.005	1.011	1.007	no	ND	ND	ND	Essential	1.010	no	ND	Essential
YMR302C  	prp12     	rRNA processing*	exonuclease activity	mitochondrial inner membrane	NO	1.010	1.009	1.009	no	1.014	1.019	1.016	no	1.004	no	1.019	NO
YMR303C  	adh2      	fermentation*	alcohol dehydrogenase activity	cytoplasm	NO	0.989	1.003	0.996	no	1.020	1.025	1.022	no	1.004	no	1.018	NO
YMR304C-A	YMR304C-A 				NO	0.999	1.013	1.003	no	0.970	1.014	0.985	no	1.006	no	1.037	NO
YMR304W  	UBP15     	protein deubiquitination	ubiquitin-specific protease activity	cytoplasm	NO	1.004	ND	1.004	no	0.987	ND	0.987	no	ND	no	ND	NO
YMR305C  	SCW10     	conjugation with cellular fusion	glucosidase activity	cytoplasm*	NO	0.996	1.008	1.001	no	1.013	1.014	1.014	no	0.995	no	1.001	NO
YMR306C-A	YMR306C-A 				NO	1.011	1.008	1.009	no	1.012	1.020	1.016	no	0.987	no	1.019	NO
YMR306W  	FKS3      	biological_process unknown	"1,3-beta-glucan synthase activity"	cellular_component unknown	NO	0.977	1.004	0.991	no	1.014	1.018	1.016	no	0.974	no	1.026	NO
YMR307W  	GAS1      	cell wall organization and biogenesis	"1,3-beta-glucanosyltransferase activity"	plasma membrane		1.008	1.011	1.009	no	0.853	0.879	0.866	yes	1.004	no	0.747	YES
YMR308C  	PSE1      	mRNA-nucleus export	protein carrier activity	cytoplasm*	YES	0.994	1.010	1.000	no	ND	ND	ND	Essential	0.983	no	ND	Essential
YMR309C  	nip1      	translational initiation	translation initiation factor activity	cytoplasm*	YES	0.875	0.858	0.866	yes	ND	ND	ND	Essential	0.925	yes	ND	Essential
YMR310C  	YMR310C   	biological_process unknown	molecular_function unknown	nucleus	NO	1.006	1.010	1.008	no	0.984	0.993	0.989	no	1.002	no	1.006	NO
YMR311C  	GLC8      	glycogen biosynthesis	enzyme activator activity	cytoplasm*	NO	0.969	1.002	0.986	no	1.017	1.028	1.022	no	0.980	no	1.031	NO
